id,item,conditions,expectancy,particle,start_sentence,R_expression,particle_used,original particle,unexpectedUnfair,selection,continutations_indices,checkbox
67f7b22fc3cb8,21,3,high,OH,Heute,heute ,ohne,ohne ,unexpected,cont1,"[3, 2, 1]",
67f7b22fc3cb8,104,dummy,high,dummy,Lukas wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[2, 1, 3]",
67f7b22fc3cb8,29,3,high,OH,Sein neues Handy,sein neues Handy,ohne,ohne,unexpected and unfair,cont3,"[2, 3, 1]",
67f7b22fc3cb8,33,6,medium,OH,Dieser Podcast,diese Podcast,ohne,ohne,unexpected,,"[3, 2, 1]",{'jQuery1111034183616727860366': 61}
67f7b22fc3cb8,6,1,high,RA,Auch Nadja,Nadja,auch,auch,unexpected,,"[2, 1, 3]",{'jQuery1111034183616727860366': 61}
67f7b22fc3cb8,16,5,medium,EW,Eben diese Woche,diese Woche,eben,eben,unexpected,cont1,"[2, 1, 3]",
67f7b22fc3cb8,17,5,medium,EW,Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 2, 3]",
67f7b22fc3cb8,32,1,high,RA,Auch diese Tabletten,diese Tabletten,auch ,auch,unexpected and unfair,cont1,"[1, 2, 3]",
67f7b22fc3cb8,3,3,high,OH,Tims Volvo,Tims Volvo,ohne,ohne,unexpected  and unfair,cont2,"[2, 3, 1]",
67f7b22fc3cb8,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont1,"[1, 2, 3]",
67f7b22fc3cb8,14,1,high,RA,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,cont2,"[2, 1, 3]",
67f7b22fc3cb8,9,5,medium,EW,Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 1, 3]",
67f7b22fc3cb8,13,2,high,EW,Gerade Jonas,Jonas ,gerade,gerade,unexpected,cont2,"[1, 2, 3]",
67f7b22fc3cb8,8,6,medium,OH,Moritz ,Moritz,ohne,ohne ,unexpected,cont1,"[2, 1, 3]",
67f7b22fc3cb8,25,6,medium,OH,Simon,Simon,ohne,ohne,unexpected,cont3,"[3, 1, 2]",
67f7b22fc3cb8,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont1,"[3, 1, 2]",
67f7b22fc3cb8,105,dummy,medium,dummy,Sie wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[2, 3, 1]",
67f7b22fc3cb8,30,2,high,EW,Gerade heute ,heute ,gerade,gerade,unexpected and unfair,cont3,"[3, 1, 2]",
67f7b22fc3cb8,106,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[2, 1, 3]",
67f7b22fc3cb8,24,1,high,RA,Auch Robert,Robert,auch,auch,unexpected,cont3,"[2, 1, 3]",
67f7b22fc3cb8,102,dummy,high,dummy,Die Niederlande,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
67f7b22fc3cb8,23,2,high,EW,Gerade jetzt,jetzt,gerade,gerade,unfair,cont1,"[3, 2, 1]",
67f7b22fc3cb8,12,3,high,OH,Lisa,Lisa,ohne,ohne,unexpected,cont1,"[2, 3, 1]",
67f7b22fc3cb8,108,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
67f7b22fc3cb8,4,2,high,EW,Gerade Chefarzt Neugebauer,Chefarzt Neugebauer,gerade,gerade,unexpected,cont1,"[2, 3, 1]",
67f7b22fc3cb8,18,4,medium,RA,Nur Christian,Christian,nur,nur,unexpected,cont3,"[2, 1, 3]",
67f7b22fc3cb8,15,6,medium,OH,Dann,dann,ohne,ohne,unexpected,cont1,"[3, 2, 1]",
67f7b22fc3cb8,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
67f7b22fc3cb8,28,4,medium,RA,Sogar er ,er,sogar,sogar,unexpected,,"[1, 2, 3]",{'jQuery1111034183616727860366': 61}
67f7b22fc3cb8,2,4,medium,RA,Auch heute,heute,auch,auch,unexpected,cont1,"[1, 3, 2]",
67f7b299a7eed,106,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
67f7b299a7eed,25,4,medium,RA,Nur Simon,Simon,nur,nur,unexpected,cont3,"[3, 2, 1]",
67f7b299a7eed,32,5,medium,EW,Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,cont3,"[1, 3, 2]",
67f7b299a7eed,11,2,high,EW,Gerade dann,dann,gerade,gerade,unexpected,cont3,"[3, 1, 2]",
67f7b299a7eed,24,5,medium,EW,Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,cont3,"[1, 3, 2]",
67f7b299a7eed,28,2,high,EW,Genau er,er,genau,genau,unexpected and unfair,cont3,"[1, 3, 2]",
67f7b299a7eed,17,3,high,OH,Diese Münze ,diese Münze,ohne,ohne,unexpected,cont3,"[3, 2, 1]",
67f7b299a7eed,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont2,"[2, 3, 1]",
67f7b299a7eed,8,4,medium,RA,Auch Moritz,Moritz,auch ,auch,unexpected,cont2,"[3, 1, 2]",
67f7b299a7eed,105,dummy,medium,dummy,Sie wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[2, 1, 3]",
67f7b299a7eed,18,2,high,EW,Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,cont3,"[3, 1, 2]",
67f7b299a7eed,12,1,high,RA,Auch Lisa,Lisa,auch,auch,unexpected,,"[3, 2, 1]",{'jQuery111109950151974768998': 61}
67f7b299a7eed,15,4,medium,RA,Auch dann,dann,auch,auch,unexpected,cont1,"[2, 3, 1]",
67f7b299a7eed,3,1,high,RA,Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,cont3,"[3, 1, 2]",
67f7b299a7eed,29,1,high,RA,Nur sein neues Handy,sein neues Handy,nur,nur,unexpected and unfair,cont3,"[3, 1, 2]",
67f7b299a7eed,2,2,high,EW,Ausgerechnet heute,heute,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 2, 3]",
67f7b299a7eed,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
67f7b299a7eed,4,6,medium,OH,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,cont1,"[3, 2, 1]",
67f7b299a7eed,108,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[2, 3, 1]",
67f7b299a7eed,6,5,medium,EW,Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,cont2,"[2, 1, 3]",
67f7b299a7eed,23,6,medium,OH,Jetzt,jetzt,ohne,ohne,unfair,cont3,"[1, 2, 3]",
67f7b299a7eed,9,3,high,OH,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unfair,cont3,"[2, 3, 1]",
67f7b299a7eed,16,3,high,OH,Diese Woche,diese Woche,ohne,ohne ,unexpected,cont2,"[3, 1, 2]",
67f7b299a7eed,102,dummy,high,dummy,Die Niederlande,dummy,dummy,dummy,dummy,,"[2, 1, 3]",{'jQuery111109950151974768998': 61}
67f7b299a7eed,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
67f7b299a7eed,30,6,medium,OH,Heute,heute ,ohne,ohne,unexpected and unfair,cont2,"[2, 3, 1]",
67f7b299a7eed,1,3,high,OH,Peter,Peter,ohne,ohne,unexpected,cont1,"[1, 3, 2]",
67f7b299a7eed,33,4,medium,RA,Nur dieser Podcast,diese Podcast,nur,nur,unexpected,cont3,"[3, 1, 2]",
67f7b299a7eed,104,dummy,high,dummy,Lukas wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[2, 1, 3]",
67f7b299a7eed,13,6,medium,OH,Jonas ,Jonas ,ohne,ohne,unexpected,cont3,"[3, 1, 2]",
67f7b299a7eed,14,5,medium,EW,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,cont2,"[3, 1, 2]",
67f7b299a7eed,21,1,high,RA,Auch heute,heute ,auch,auch,unexpected,cont2,"[3, 1, 2]",
67f7b2adb23d9,3,3,high,OH,Tims Volvo,Tims Volvo,ohne,ohne,unexpected  and unfair,cont3,"[2, 1, 3]",
67f7b2adb23d9,13,2,high,EW,Gerade Jonas,Jonas ,gerade,gerade,unexpected,cont2,"[3, 2, 1]",
67f7b2adb23d9,106,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
67f7b2adb23d9,14,1,high,RA,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,cont3,"[3, 1, 2]",
67f7b2adb23d9,21,3,high,OH,Heute,heute ,ohne,ohne ,unexpected,cont1,"[1, 3, 2]",
67f7b2adb23d9,6,1,high,RA,Auch Nadja,Nadja,auch,auch,unexpected,cont3,"[3, 2, 1]",
67f7b2adb23d9,23,2,high,EW,Gerade jetzt,jetzt,gerade,gerade,unfair,cont1,"[2, 1, 3]",
67f7b2adb23d9,11,4,medium,RA,Erst dann,dann,erst,erst,unexpected,cont2,"[2, 1, 3]",
67f7b2adb23d9,12,3,high,OH,Lisa,Lisa,ohne,ohne,unexpected,cont3,"[2, 1, 3]",
67f7b2adb23d9,104,dummy,high,dummy,Lukas wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[3, 2, 1]",
67f7b2adb23d9,24,1,high,RA,Auch Robert,Robert,auch,auch,unexpected,cont1,"[1, 2, 3]",
67f7b2adb23d9,28,4,medium,RA,Sogar er ,er,sogar,sogar,unexpected,cont3,"[2, 3, 1]",
67f7b2adb23d9,15,6,medium,OH,Dann,dann,ohne,ohne,unexpected,cont2,"[1, 3, 2]",
67f7b2adb23d9,105,dummy,medium,dummy,Sie wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[3, 1, 2]",
67f7b2adb23d9,16,5,medium,EW,Eben diese Woche,diese Woche,eben,eben,unexpected,cont1,"[2, 1, 3]",
67f7b2adb23d9,25,6,medium,OH,Simon,Simon,ohne,ohne,unexpected,cont2,"[1, 3, 2]",
67f7b2adb23d9,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[1, 2, 3]",{'jQuery111107397704846573585': 61}
67f7b2adb23d9,4,2,high,EW,Gerade Chefarzt Neugebauer,Chefarzt Neugebauer,gerade,gerade,unexpected,,"[3, 1, 2]",{'jQuery111107397704846573585': 61}
67f7b2adb23d9,8,6,medium,OH,Moritz ,Moritz,ohne,ohne ,unexpected,cont2,"[3, 2, 1]",
67f7b2adb23d9,9,5,medium,EW,Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 3, 1]",
67f7b2adb23d9,32,1,high,RA,Auch diese Tabletten,diese Tabletten,auch ,auch,unexpected and unfair,cont2,"[3, 1, 2]",
67f7b2adb23d9,17,5,medium,EW,Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,cont3,"[3, 1, 2]",
67f7b2adb23d9,33,6,medium,OH,Dieser Podcast,diese Podcast,ohne,ohne,unexpected,cont2,"[1, 3, 2]",
67f7b2adb23d9,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont1,"[1, 3, 2]",
67f7b2adb23d9,2,4,medium,RA,Auch heute,heute,auch,auch,unexpected,cont2,"[3, 1, 2]",
67f7b2adb23d9,108,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[1, 3, 2]",
67f7b2adb23d9,29,3,high,OH,Sein neues Handy,sein neues Handy,ohne,ohne,unexpected and unfair,cont1,"[3, 2, 1]",
67f7b2adb23d9,1,5,medium,EW,Ausgerechnet Peter,Peter,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 3, 2]",
67f7b2adb23d9,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont2,"[2, 3, 1]",
67f7b2adb23d9,18,4,medium,RA,Nur Christian,Christian,nur,nur,unexpected,cont2,"[3, 1, 2]",
67f7b2adb23d9,30,2,high,EW,Gerade heute ,heute ,gerade,gerade,unexpected and unfair,cont2,"[3, 2, 1]",
67f7b2adb23d9,102,dummy,high,dummy,Die Niederlande,dummy,dummy,dummy,dummy,cont1,"[3, 2, 1]",
67f7b248c0c52,104,dummy,high,dummy,Lukas wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
67f7b248c0c52,18,2,high,EW,Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 3, 1]",
67f7b248c0c52,1,3,high,OH,Peter,Peter,ohne,ohne,unexpected,cont2,"[3, 1, 2]",
67f7b248c0c52,102,dummy,high,dummy,Die Niederlande,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
67f7b248c0c52,4,6,medium,OH,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,cont2,"[2, 1, 3]",
67f7b248c0c52,8,4,medium,RA,Auch Moritz,Moritz,auch ,auch,unexpected,cont2,"[3, 1, 2]",
67f7b248c0c52,12,1,high,RA,Auch Lisa,Lisa,auch,auch,unexpected,cont1,"[1, 3, 2]",
67f7b248c0c52,2,2,high,EW,Ausgerechnet heute,heute,ausgerechnet,ausgerechnet,unexpected,cont3,"[3, 1, 2]",
67f7b248c0c52,11,2,high,EW,Gerade dann,dann,gerade,gerade,unexpected,cont2,"[3, 2, 1]",
67f7b248c0c52,3,1,high,RA,Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,cont3,"[1, 2, 3]",
67f7b248c0c52,16,3,high,OH,Diese Woche,diese Woche,ohne,ohne ,unexpected,cont1,"[3, 1, 2]",
67f7b248c0c52,13,6,medium,OH,Jonas ,Jonas ,ohne,ohne,unexpected,cont1,"[3, 2, 1]",
67f7b248c0c52,21,1,high,RA,Auch heute,heute ,auch,auch,unexpected,cont3,"[2, 3, 1]",
67f7b248c0c52,23,6,medium,OH,Jetzt,jetzt,ohne,ohne,unfair,cont1,"[2, 1, 3]",
67f7b248c0c52,106,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[2, 1, 3]",
67f7b248c0c52,15,4,medium,RA,Auch dann,dann,auch,auch,unexpected,cont3,"[2, 3, 1]",
67f7b248c0c52,9,3,high,OH,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unfair,cont3,"[3, 1, 2]",
67f7b248c0c52,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[3, 2, 1]",
67f7b248c0c52,105,dummy,medium,dummy,Sie wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[2, 3, 1]",
67f7b248c0c52,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
67f7b248c0c52,33,4,medium,RA,Nur dieser Podcast,diese Podcast,nur,nur,unexpected,cont2,"[1, 2, 3]",
67f7b248c0c52,24,5,medium,EW,Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,cont2,"[3, 2, 1]",
67f7b248c0c52,29,1,high,RA,Nur sein neues Handy,sein neues Handy,nur,nur,unexpected and unfair,cont2,"[3, 2, 1]",
67f7b248c0c52,28,2,high,EW,Genau er,er,genau,genau,unexpected and unfair,cont2,"[3, 2, 1]",
67f7b248c0c52,108,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
67f7b248c0c52,32,5,medium,EW,Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,cont1,"[1, 3, 2]",
67f7b248c0c52,30,6,medium,OH,Heute,heute ,ohne,ohne,unexpected and unfair,cont1,"[1, 3, 2]",
67f7b248c0c52,6,5,medium,EW,Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,cont1,"[1, 3, 2]",
67f7b248c0c52,17,3,high,OH,Diese Münze ,diese Münze,ohne,ohne,unexpected,cont1,"[1, 2, 3]",
67f7b248c0c52,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont1,"[3, 1, 2]",
67f7b248c0c52,25,4,medium,RA,Nur Simon,Simon,nur,nur,unexpected,cont3,"[2, 1, 3]",
67f7b248c0c52,14,5,medium,EW,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,cont3,"[3, 1, 2]",
67f7b1d097231,4,1,high,RA,Nur Chefarzt Neugebauer,Chefarzt Neugebauer,nur,nur,unexpected,cont3,"[1, 2, 3]",
67f7b1d097231,17,4,medium,RA,Auch diese Münze,diese Münze,auch,auch,unexpected,cont2,"[2, 1, 3]",
67f7b1d097231,28,3,high,OH,Er ,er,ohne,ohne,unexpected and unfair,cont2,"[2, 3, 1]",
67f7b1d097231,12,2,high,EW,Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 2, 3]",
67f7b1d097231,102,dummy,medium,dummy,Nächstes Jahr,dummy,dummy,dummy,dummy,cont1,"[3, 1, 2]",
67f7b1d097231,107,dummy,high,dummy,Am Wochenende werden sie wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[3, 2, 1]",
67f7b1d097231,105,dummy,high,dummy,Am Freitag wird sie wahrscheinlich,dummy,dummy,dummy,dummy,,"[1, 2, 3]",{'jQuery111105221192177319565': 61}
67f7b1d097231,24,6,medium,OH,Robert,Robert,ohne,ohne,unexpected,cont2,"[2, 3, 1]",
67f7b1d097231,106,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[2, 3, 1]",
67f7b1d097231,13,1,high,RA,Sogar Jonas,Jonas ,sogar,sogar,unexpected,cont1,"[1, 3, 2]",
67f7b1d097231,14,6,medium,OH,An diesem Tag,an diesem Tag,ohne,ohne ,unexpected,cont2,"[2, 3, 1]",
67f7b1d097231,32,6,medium,OH,Diese Tabletten ,diese Tabletten,ohne,ohne,unexpected and unfair,cont2,"[3, 2, 1]",
67f7b1d097231,2,3,high,OH,Heute,heute,ohne,ohne,unexpected,cont3,"[1, 3, 2]",
67f7b1d097231,15,5,medium,EW,Genau dann,dann,genau,genau,unexpected,cont2,"[1, 2, 3]",
67f7b1d097231,1,4,medium,RA,Nur Peter,Peter,nur,nur,unexpected,cont1,"[3, 2, 1]",
67f7b1d097231,23,1,high,RA,Nur jetzt ,jetzt,nur,nur,unfair,cont3,"[2, 3, 1]",
67f7b1d097231,9,4,medium,RA,Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unexpected,cont3,"[2, 3, 1]",
67f7b1d097231,103,dummy,high,dummy,Am Sonntag wird wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[2, 3, 1]",
67f7b1d097231,29,2,high,EW,Ausgerechnet sein neues Handy,sein neues Handy,ausgerechnet,ausgerechnet,unexpected and unfair,cont1,"[2, 3, 1]",
67f7b1d097231,11,3,high,OH,Dann,dann,ohne,ohne ,unexpected,cont3,"[3, 2, 1]",
67f7b1d097231,3,2,high,EW,Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,cont2,"[3, 2, 1]",
67f7b1d097231,21,2,high,EW,Eben heute,heute ,eben,eben,unexpected,cont1,"[2, 3, 1]",
67f7b1d097231,108,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
67f7b1d097231,6,6,medium,OH,Nadja,Nadja,ohne,ohne ,unexpected,cont3,"[1, 3, 2]",
67f7b1d097231,25,5,medium,EW,Ausgerechnet Simon,Simon,ausgerechnet,ausgerechnet,unexpected,cont2,"[2, 1, 3]",
67f7b1d097231,18,3,high,OH,Christian ,Christian,ohne,ohne,unexpected,cont1,"[3, 1, 2]",
67f7b1d097231,33,5,medium,EW,Gerade dieser Podcast,diese Podcast,gerade,gerade,unexpected,cont1,"[2, 1, 3]",
67f7b1d097231,8,5,medium,EW,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 2, 3]",
67f7b1d097231,104,dummy,medium,dummy,Morgen wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[2, 3, 1]",
67f7b1d097231,30,1,high,RA,Lediglich heute ,heute ,lediglich,lediglich,unexpected and unfair,cont2,"[2, 1, 3]",
67f7b1d097231,16,4,medium,RA,Nur diese Woche,diese Woche,nur,nur,unexpected,cont1,"[2, 3, 1]",
67f7b1d097231,101,dummy,high,dummy,Gestern,dummy,dummy,dummy,dummy,cont1,"[1, 2, 3]",
67f7b306bcd4c,18,2,high,EW,Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,cont3,"[3, 1, 2]",
67f7b306bcd4c,16,3,high,OH,Diese Woche,diese Woche,ohne,ohne ,unexpected,cont2,"[1, 3, 2]",
67f7b306bcd4c,102,dummy,high,dummy,Die Niederlande,dummy,dummy,dummy,dummy,,"[2, 1, 3]",{'jQuery111107926413569445648': 61}
67f7b306bcd4c,4,6,medium,OH,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,cont1,"[2, 1, 3]",
67f7b306bcd4c,108,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[2, 3, 1]",
67f7b306bcd4c,11,2,high,EW,Gerade dann,dann,gerade,gerade,unexpected,cont3,"[2, 1, 3]",
67f7b306bcd4c,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
67f7b306bcd4c,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont2,"[3, 1, 2]",
67f7b306bcd4c,15,4,medium,RA,Auch dann,dann,auch,auch,unexpected,cont1,"[1, 2, 3]",
67f7b306bcd4c,9,3,high,OH,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unfair,cont1,"[2, 3, 1]",
67f7b306bcd4c,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
67f7b306bcd4c,24,5,medium,EW,Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 1, 3]",
67f7b306bcd4c,33,4,medium,RA,Nur dieser Podcast,diese Podcast,nur,nur,unexpected,cont1,"[1, 2, 3]",
67f7b306bcd4c,32,5,medium,EW,Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,cont3,"[2, 1, 3]",
67f7b306bcd4c,14,5,medium,EW,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,cont2,"[3, 2, 1]",
67f7b306bcd4c,12,1,high,RA,Auch Lisa,Lisa,auch,auch,unexpected,cont2,"[1, 3, 2]",
